pert_iname,NPC1,INSIG1,HMGCS1,SMILES
BRD-K06765193,1.811,0.8483,0.7948,[O-][N+](=O)c1ccc(/C=C(\C#N)/c2nc3ccccc3[nH]2)o1
VU-0415533-1,0.5301,0.1591,-0.5675,CC(C)(C)NC(=O)C(N(C(=O)c1c[nH]cn1)c1ccc(cc1)C(C)(C)C)c1cccnc1
BRD-K47419679,-1.31325,-1.4341,-0.5184000000000001,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(=O)O)Oc3ccc(NC(=O)Nc4ccc(cc4)C(F)(F)F)cc3CC1=O
plerixafor,-0.2506,0.22199999999999998,-0.9022,C(N1CCCNCCNCCCNCC1)c1ccc(CN2CCCNCCNCCCNCC2)cc1
MW-MITF22,-0.4646,-0.6282,-0.4523,CN1CCN(CC1)C2=C(NS(=O)(=O)c3ccccc3)C(=O)c4ccccc4C2=O
BRD-K49870009,1.2551,0.0596,-0.2741,CN(C)C(=O)c1ccc(cc1)-c1ccc(cc1)[C@@H]1[C@H]2CN(C[C@@H]1N2)C(=O)c1ccccn1
dihydroobliquin,-0.0575,-0.5543,-0.5615,CC(C)C1COc2cc3oc(=O)ccc3cc2O1
dieldrin,-1.0474,-2.9078,-2.1974,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC54)C3C1(Cl)C2(Cl)Cl
protein-tyrosine-phosphatase-inhibitor-IV,-0.4899,-0.45915,-0.0853,CC(C)(c1ccc(NS(=O)(=O)C(F)(F)F)cc1)c2ccc(cc2)C(C)(C)c3cccc(NS(=O)(=O)C(F)(F)F)c3
BRD-K42091312,-0.0955,-0.6966,0.163,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)C2CCCCC2)OCCCC[C@H](C)Oc3ccc(NC(=O)Nc4c(C)noc4C)cc3C1=O
BRD-A29721261,-0.9631,-0.8732,-0.575,CC(C)c1ccc(NC(=O)C2CC3CCC2C3)cc1
BRD-K07275374,-1.6585999999999999,-1.11395,-1.1117,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccccc2)Oc3cc(C#CCN(C)C)ccc3S1(=O)=O
BRD-K47121420,0.9089,0.4795,0.6353,OC[C@H]1O[C@@H](CC(=O)NCc2ccc(Oc3ccccc3)cc2)C[C@@H]4[C@H]1Oc5ccc(NC(=O)C6CCOCC6)cc45
KU-C104255,0.242,-0.6532,-1.0563,Clc1cccc(c1)-c1cc2nc(cc(N3CCN(CC3)C(=O)c3ccncc3)n2n1)-c1ccccc1
methoprene-acid,-0.1258,-0.21989999999999998,-1.1978,COC(C)(C)CCCC(C)C/C=C/C(=C/C(=O)O)/C
BRD-K35961280,-0.0167,-0.6173,-0.4091,Cc1cc2nc(SCCN3CCCC3)[nH]c2cc1C
BRD-K41908462,-0.2797,-0.0272,-0.1122,COc1ccc2c3c([nH]c2c1)[C@@H](CO)N(Cc1cc(F)ccc1F)C[C@]31CCN(CC1)C(=O)C1CCC1
BRD-K82392710,-0.6436,-0.2051,-0.9079999999999999,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2cccc(F)c2)Oc3ncc(cc3C1=O)C4=CCCC4
BRD-K44261129,-1.2259,1.0567,0.1425,CC(C)NC(=O)Nc1ccc2O[C@H](CN(C)Cc3ccc(cc3)c4ccccc4)[C@@H](C)CN([C@@H](C)CO)C(=O)c2c1
naftifine,-0.2122,-0.4305,-0.0232,CN(C\C=C\c1ccccc1)Cc1cccc2ccccc12
amthamine,-0.34600000000000003,-0.8404,0.3349,Cc1nc(N)sc1CCN
misoprostol,0.9570000000000001,-0.9154,0.3842,CCCCC(C)(O)CC=C[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC
SKF-77434,0.6895,-0.1383,-2.0134,Oc1cc2CCN(CC=C)CC(c3ccccc3)c2cc1O
PF-3845,0.3846,0.04745,-0.1082,FC(F)(F)c1ccc(Oc2cccc(CC3CCN(CC3)C(=O)Nc3cccnc3)c2)nc1
BRD-K18170480,-2.6269,-2.9544,-0.613,CC(C)NC(=O)N(C)C[C@H]1OCCCC[C@@H](C)Oc2ccc(NC(=O)Nc3ccc(F)cc3)cc2C(=O)N(C[C@@H]1C)[C@H](C)CO
SU-11274,0.4339,0.3791,1.4879,CN(c1cccc(Cl)c1)S(=O)(=O)c1ccc2NC(=O)\C(=C\c3[nH]c(C)c(C(=O)N4CCN(C)CC4)c3C)c2c1
AS-601245,0.34375,-0.43635,-1.1735,N#CC(c1nc2ccccc2s1)c1ccnc(NCCc2cccnc2)n1
BRD-K93302072,-0.9722999999999999,-0.6694,-0.4978,COc1ccc(cc1)S(=O)(=O)Nc2ccc3O[C@H](CN(C)S(=O)(=O)c4ccc(OC)cc4)[C@H](C)CN([C@H](C)CO)C(=O)Cc3c2
BRD-K57962577,-0.4107,-0.8854,-3.2092,CO[C@@H](CN(C)C(=O)C1CC1)[C@H](C)CN([C@@H](C)CO)C(=O)Nc1ccc(cc1)C(F)(F)F
BRD-K43256821,-0.6322,-0.40065,-0.0493,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3c(NC(=O)Nc4ccccc4)cccc3C1=O
benserazide,-0.2404,-1.2779,0.8622,NC(CO)C(=O)NNCc1ccc(O)c(O)c1O
BRD-K66426634,-0.6716,-0.8369,0.06575,NC(=O)NCC#Cc1ccc2NC(=O)[C@@]3([C@H]([C@H]4N([C@H]3c5ccc(OCCO)cc5)[C@@H]([C@@H](OC4=O)c6ccccc6)c7ccccc7)C(=O)NCC=C)c2c1
BRD-K10906552,0.841,0.0712,-0.0004,Cn1c(SCC(=O)n2c3CCCCc3c4ccccc24)nnc1c5ccco5
DMP-543,0.4051,0.8382,0.0,Fc1cc(CC2(Cc3ccnc(F)c3)c3ccccc3C(=O)c3ccccc23)ccn1
doxazosin,0.038,1.0762,0.3809,COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)C1COc2ccccc2O1
epothilone-a,0.19999999999999998,-0.01125,0.33985,C[C@H]1CCC[C@H]2O[C@H]2C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)C(\C)=C\c1csc(C)n1
SA-102607,-1.0369000000000002,-2.44955,-0.6449999999999999,CC(C)NC(=O)Nc1ccc2O[C@H](C)CCCCO[C@@H](CN(C)C(=O)Cc3ccccc3)[C@@H](C)CN([C@H](C)CO)C(=O)c2c1
K-9944,0.9096,-0.1302,0.5905,CC[n+]1c(/C=C\2/CC(C)(C)CC(=C2)C)oc3ccccc13
BRD-K57044355,-0.3524,-0.30415000000000003,-0.30574999999999997,Fc1cccc(F)c1S(=O)(=O)N1CCN(CC1)S(=O)(=O)c1ccc2OCCOc2c1
BRD-K73439593,1.0646499999999999,0.51915,1.25545,COc1ccc(CN(C)C[C@H]2OCCCC[C@H](C)Oc3ccc(NS(=O)(=O)c4ccc(Cl)cc4)cc3C(=O)N(C[C@@H]2C)[C@@H](C)CO)cc1
BRD-K47690943,-0.14040000000000002,0.04335,0.12735000000000002,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)CCC(F)(F)F)OCCCC[C@@H](C)Oc2ccc(NS(=O)(=O)c3ccccc3)cc2C1=O
BRD-K75903201,-0.6264000000000001,-0.13824999999999998,-0.062049999999999994,CCCCC(=O)Nc1cccc(NC(=O)c2ccccc2Br)c1
prednisolone,-0.2894,-0.3185,-0.0973,C[C@H]1C[C@H]2[C@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@H]2[C@@]2(C)C=CC(=O)C=C12
RS-504393,0.9775499999999999,4.0052,2.77025,Cc1oc(nc1CCN1CCC2(CC1)OC(=O)Nc1ccc(C)cc21)-c1ccccc1
BRD-K58935841,-0.7423500000000001,-0.029799999999999993,0.47595,CN(C)c1cccc(c1)-c1cnc(nc1)N1CCC(CC1)C(N)=O
pantoprazole,0.1903,-0.2349,0.4191,COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[nH]2)c1OC
telenzepine,0.2721,0.614,-0.24115000000000003,CN1CCN(CC(=O)N2c3c(C)scc3C(=O)Nc3ccccc23)CC1
BRD-A95795120,-0.5153,0.5944,-0.1632,CCC(=O)NC(c1cccs1)c1cc([N+]([O-])=O)c2cccnc2c1OC
BRD-K73700643,0.1295,0.57105,-0.25385,CC(=O)NCCc1c[nH]c2ccccc12
lisuride,-0.195,-0.11280000000000001,-0.78175,CCN(CC)C(=O)N[C@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34
BRD-K52914903,-0.8222,0.912,0.938,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)Oc3ccc(NC(=O)NC4CCCCC4)cc3C1=O
BRD-K16410418,0.6573,-0.478,0.0,CN(C)c1ccc2O[C@@H]3[C@@H](C[C@@H](CC(=O)NCc4ccc(Oc5ccccc5)cc4)O[C@H]3CO)c2c1
BRD-A38936397,0.1015,-0.1073,-0.2534,COc1ccc(cc1OC2CCOC2)C3=Nn4c(nnc4SC3)c5ccccc5Cl
REV-5901,0.28435,0.3253,0.005299999999999971,CCCCCC(O)c1cccc(OCc2ccc3ccccc3n2)c1
BRD-K02920722,0.98135,1.4519,0.8281000000000001,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)Oc4c(NC(=O)c5ccncc5)cccc4C1=O
ALW-II-49-7,-0.264,-1.9529,-1.4415,Cc1ccc(cc1Nc1cncc(c1)C(N)=O)C(=O)Nc1cccc(c1)C(F)(F)F
SB-203186,0.0496,-0.7073,0.7856,O=C(OCCN1CCCCC1)c1c[nH]c2ccccc12
BRD-K74659851,0.2661,0.1904,0.7074,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C)OCCCC[C@H](C)Oc2ccc(NC(=O)C3CCCCC3)cc2C1=O
BJM-CSC-15,0.94845,1.8080500000000002,0.0809,CC(C)(C)c1ccc2OCC(Oc2c1)C(=O)N\N=C\c1ccc[nH]1
BRD-K80368509,1.1821000000000002,-0.07185,0.3569,COc1ccccc1NC(=O)c2cccc(c2)S(=O)(=O)N3CCN(CC3)c4ccccc4
BRD-K40949493,0.41015,-1.0031,0.38485,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3ccc(NC(=O)CCCCCC(=O)Nc4ccccc4N)cc3C1=O
oleylethanolamide,0.6,-1.0778,-2.7466,CCCCCCCCC=CCCCCCCCC(=O)NCCO
CG-930,-0.3501,-0.3097,0.0526,O[C@H]1CC[C@H](CC1)Nc1ncc2nc(Nc3c(F)cc(F)cc3F)n([C@@H]3CCOC3)c2n1
BRD-K28249211,2.4773500000000004,2.12005,1.63405,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(cc2)C(F)(F)F)OCCCC[C@H](C)Oc3ccc(NC(=O)c4ccncc4)cc3C1=O
BRD-K82440152,-0.8494,-1.1458,-1.5337,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(cc2)c3ccccc3)Oc4ncc(C#CCN(C)C)cc4C1=O
BRD-K72267874,1.416,-0.6981,0.7176,COC(=O)C[C@@H]1CC[C@@H]2[C@H](COc3ccc(NC(=O)c4cccc(Cl)c4)cc3C(=O)N2C)O1
nimesulide,-0.05265,-0.4233,-0.27005,CS(=O)(=O)Nc1ccc(cc1Oc1ccccc1)[N+]([O-])=O
BRD-K21064560,2.0865,0.1517,-0.50385,CCCCCCCCCCCCCCCC(=O)NCCc1ccc(O)c(O)c1
BRD-K39405368,0.2656,0.978,0.6301,O[C@@H]1COC[C@H]2O[C@@H](CC(=O)NCc3ccc(Cl)cc3)CC[C@@H]2N(Cc2cc(F)ccc2F)C1
BRD-K01763173,0.32585000000000003,1.31505,1.17255,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)NC2CCCCC2)OCCCC[C@H](C)Oc3ccc(NC(=O)Nc4ccc(cc4)C(F)(F)F)cc3C1=O
HTMT,-0.7196,0.4861,-0.3206,CC(CCCCC(=O)Nc1ccc(cc1)C(F)(F)F)NCCc1c[nH]cn1
marbofloxacin,0.12680000000000002,0.44284999999999997,0.37645,CN1CCN(CC1)c1c(F)cc2c3c1OCN(C)n3cc(C(O)=O)c2=O
BRD-K92666980,0.536,-0.2029,0.382,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(F)cc2)Oc3ncc(/C=C/c4ccccc4)cc3C1=O
U-0126,-0.1315,-0.3097,-0.16225,N\C(Sc1ccccc1N)=C(C#N)/C(C#N)=C(/N)Sc1ccccc1N
KU-C104137,-0.3954,0.9109,-0.8013,Cc1ccc(cc1)-c1cc2nc(C)cc(N3CCN(CC3)C(=O)c3ccoc3)n2n1
BRD-K75023015,-0.014149999999999996,-0.9193,-0.7007,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(=O)Nc3ccccc3N)OCc4cn(CCCC1=O)nn4
BRD-K54285697,-0.84125,-1.02945,-0.95165,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2ccc(F)cc2)OCCCC[C@@H](C)Oc3ccc(NS(=O)(=O)c4ccccc4)cc3C1=O
BRD-A99518825,-0.1018,-0.1474,-0.00885,COc1ccc(CN2CCCC(C2)C(=O)N3CCCC3)c(OC)c1OC
erythrosine,-0.1945,-0.29675,0.15089999999999998,OC(=O)c1ccccc1-c1c2cc(I)c(O)c(I)c2oc2c(I)c(=O)c(I)cc12
etomidate,-0.4411,0.23759999999999998,0.3179,CCOC(=O)c1cncn1C(C)c1ccccc1
BRD-K34462187,0.1109,-0.9632,-0.7997,CC(C)[C@H]1COCn2nncc2CC[C@H](C)C(=O)N1
BRD-K71894218,0.6003,4.35,5.1619,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)Oc4cc(ccc4S1(=O)=O)c5ccncc5
VU-0418947-2,1.6322,0.5314,0.045,C(Nc1nc(nnc1-c1ccccc1)-c1ccccn1)c1cccc(c1)-c1ccccc1
benidipine,0.36774999999999997,0.28455,0.48095,COC(=O)C1[C@H](C(=C(C)N=C1C)C(=O)O[C@@H]2CCCN(Cc3ccccc3)C2)c4cccc(c4)[N+](=O)[O-]
BRD-K00944562,0.5112,0.316,-0.0001,OCCCOc1ccc(cc1)C2=N[C@@](CCS(=O)(=O)c3ccccc3)([C@@H](O2)c4ccccc4N=[N+]=[N-])C(=O)N5CCCCC5
BRD-K07922534,-0.3217,-0.2659,-0.1047,CCCN(C)C[C@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@H]1C)[C@@H](C)CO)c3ccc(C#N)cc3
adrenosterone,0.713,-0.3859,0.6229,C[C@]12CC(=O)[C@@H]3[C@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CCC2=O
PD-173074,1.0747,1.64885,0.83395,CCN(CC)CCCCNc1ncc2cc(-c3cc(OC)cc(OC)c3)c(NC(=O)NC(C)(C)C)nc2n1
SA-247592,0.0131,0.24465,-0.19814999999999994,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(=O)Nc3ccccc3N)Oc4ccc(NC(=O)C5CC5)cc4CC1=O
BRD-K26211296,-0.2462,-0.9093,0.5808500000000001,COc1ccccc1-c1nnc(SCC#CCOC(=O)c2ccc(F)cc2)o1
etifenin,0.24435,-0.35175,-0.5397500000000001,CCc1cccc(CC)c1NC(=O)CN(CC(O)=O)CC(O)=O
isoliquiritigenin,0.73115,0.7384,0.24615,Oc1ccc(cc1)\C=C\C(=O)c1ccc(O)cc1O
exemestane,0.5228,0.0941,-0.3887,C[C@]12CC[C@@H]3[C@@H](CC(=C)C4=CC(=O)C=C[C@]34C)[C@H]1CCC2=O
GW-583340,-0.6074999999999999,0.7274,0.21180000000000002,CS(=O)(=O)CCNCc1nc(cs1)-c1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1
flutamide,0.1436,-0.9336500000000001,-0.34665,CC(C)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+]([O-])=O
BRD-K24890551,0.6309500000000001,-0.44,-2.20455,COc1cccc(CNC(=O)C[C@H]2O[C@H](CO)[C@H](NC(=O)C3CCC3)C=C2)c1
BRD-K28841686,0.2947,-0.9035,-0.3462,COC(=O)[C@@H]1[C@@H](CO)[C@@H]2Cn3c(ccc(C4=CCCC4)c3=O)[C@@H]2N1C(=O)Cc1cccnc1
SID-26681509,0.0424,-0.0575,0.8691,CCc1ccccc1NC(=O)CSC(=O)NNC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)OC(C)(C)C
BRD-K97591839,-0.6944,-1.4115,0.0002,NCCc1ccc(O)cc1N
BRD-K45355657,0.1388,-0.2186,0.3594,OCCNc1nc(Nc2ccccc2O)nc(n1)N3CCCC3
SA-425500,1.0808,1.2734,2.3156,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)CC2CCCCC2)OCCCC[C@H](C)Oc3ccc(NC(=O)Nc4ccc(cc4)C(F)(F)F)cc3C1=O
BRD-K48475203,1.327,1.8683,2.0472,COc1ccc2c3c([C@@H](CO)N(CC4CC4)C[C@]33CCN(Cc4ccc(F)cc4)CC3)n(C)c2c1
PHCCC,-0.5798,0.6587500000000001,0.4729,ON=C1C2CC2(Oc3ccccc13)C(=O)Nc4ccccc4
BRD-A88878656,0.4441,0.2788,-3.6662,CC(C)Oc1cccc(c1)C(=O)C2CCCN(C2)C(=O)Cn3nc(C)cc3C
BRD-K32949592,-0.0718,-0.1043,-0.0841,O=C(CS(=O)(=O)c1ccc2ccccc2c1)c3cc4ccccc4oc3=O
RAN-14A,-0.045050000000000034,-1.13735,0.22475,O=c1[nH]c(nc2ccccc12)N3CCCC3
BRD-K37268490,-0.9791,0.6796,-1.3238,CN1[C@H](CO)[C@@H]2CCN([C@@H]2c2cc(ccc12)C1=CCCCC1)C(=O)C1CCC1
BRD-K88714443,-0.5805,-0.7564,-0.4424,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3c(NC(=O)Nc4ccc(cc4)C(F)(F)F)cccc3C1=O
everolimus,3.5279,4.79285,1.2139,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1OCCO
BRD-K93623501,-0.44645,0.23865,-0.012499999999999997,CC(=O)Nc1sc2CNCCc2c1-c1cc2ccccc2o1
BRD-K43623238,0.8497,0.2161,1.261,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)C2CCC2)Oc3cc(ccc3S1(=O)=O)C4=CCCCC4
UTMB-00042,-0.3466,-1.8725,0.2034,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NC3CCCCC3)c4cc5ccccc5s4
BRD-K41115759,0.06445000000000001,-0.07355,-0.66405,COc1ccc2c3c([nH]c2c1)[C@H](CO)NC[C@]31CN(C1)S(=O)(=O)c1cccs1
BRD-K64577556,0.7098,0.7716,1.033,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(F)(F)F)Oc3ccc(NS(=O)(=O)c4ccc(Cl)cc4)cc3CC1=O
BRD-K76856691,0.21100000000000002,0.3145,-0.6401,CCCNC(=O)N1[C@H](CO)[C@@H]([C@@H]1C#N)c1ccc(cc1)C1=CCCCC1
ST-4039884,-0.4307500000000001,0.41255,0.3005,Sc1nnc2c3ccccc3n(Cc4ccccc4)c2n1
trichlormethiazide,-0.5294,2.0844,-0.7315,NS(=O)(=O)c1cc2c(NC(NS2(=O)=O)C(Cl)Cl)cc1Cl
BRD-K97440728,-1.1026,0.7706,-0.0896,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(F)(F)F)Oc3ccc(NC(=O)Cc4cn(C)c5ccccc45)cc3CC1=O
BRD-K65242613,1.2182,-0.8111999999999999,-0.24105,COc1ccc(cc1OCC2CC2)C3=Nn4c(nnc4SC3)c5ccccc5Cl
KIN001-266,1.8056999999999999,-0.2739,1.38755,CCN1CCC(CC1)n1cc(CNc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)nn1
BRD-K76021727,-0.0699,-0.0082,-0.0874,Cc1ccc(OCCn2c(CCNC(=O)C3CCCCCC3)nc3ccccc23)cc1
fluorometholone,1.04125,-0.47885,0.7253000000000001,C[C@H]1C[C@H]2[C@H]3CC[C@](O)(C(C)=O)[C@@]3(C)C[C@H](O)[C@]2(F)[C@@]2(C)C=CC(=O)C=C12
BRD-K87371039,0.1851,0.6396,0.9296,O=P(c1cnc2ccccn12)(c1ccccc1)c1ccccc1
belinostat,3.4026,2.7349,1.2857,ONC(=O)\C=C\c1cccc(c1)S(=O)(=O)Nc1ccccc1
BRD-K09186736,-0.5501,0.5054,-0.63105,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2ccccc2)OCCCC[C@@H](C)Oc3ccc(NC(=O)CCCN(C)C)cc3C1=O
KU-C104219,-0.3587,-0.2548,-0.1569,Cc1ccc(NC(=O)Cn2sc3ccccc3c2=O)cc1
MW-STK33-23,0.6975,-0.3916,-5.4871,CCCn1c(NC(=O)c2cccc(c2)S(=O)(=O)N3CCCC3)nc4ccccc14
BRD-K52163391,1.335,0.2338,-0.9492,Cc1ccsc1CNc2ncnc3ccc(cc23)c4c(C)noc4C
mometasone,0.5855,0.1781,0.3102,C[C@@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl
BRD-K29622226,-0.1152,0.6961,-0.6454,Clc1ccc(OCC(=O)NCc2n[nH]c(=S)n2c3cccc(Cl)c3)cc1
BRD-K32580836,0.3155,0.3493,-0.8268,FC(F)(F)c1ccc(Cl)c(NC(=O)COC(=O)CNC(=O)c2ccccc2Cl)c1
aceclidine,1.2174,0.9852,-1.0917,CC(=O)OC1CN2CC[C@H]1CC2
BRD-K78847404,0.639,1.0003,0.3427,OC[C@H]1[C@@H]([C@@H](C#N)N1C(=O)NC1CCCCC1)c1ccc(cc1)C1=CCCCC1
BRD-K44640039,-1.4916,1.3742,-1.6545,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc3OCOc3c2)Oc4cc(C#CCN(C)C)ccc4S1(=O)=O
BRD-K98991361,0.0333,-0.3559,0.6877,CC(=O)Nc1cccc(NC(=O)c2ccccc2Cl)c1
SSR-69071,2.7271,1.2427,0.7490000000000001,COc1cc2c(C(=O)N(COc3cc(=O)n4cccc(OCCN5CCCCC5)c4n3)S2(=O)=O)c(c1)C(C)C
BRD-K74767048,0.5011,-0.0329,-0.2915,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)CC2CCCCC2)Oc3ccc(NC(=O)Nc4ccc5OCOc5c4)cc3C1=O
BRD-K19969618,-0.634,-0.5663,-0.5701,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2cccc(Oc3ccccn3)c2)OCc4cnnn4CCCC1=O
SR-142948,0.3584,0.5789,-0.00095,COc1cccc(OC)c1c2cc(nn2c3ccc(cc3C(C)C)C(=O)N(C)CCCN(C)C)C(=O)NC4(C5CC6CC(C5)CC4C6)C(=O)O
BRD-K91913968,-0.4547,-0.66825,-1.16765,Clc1ccc(OCC(=O)NN=Cc2ccc[nH]2)c(Cl)c1
BRD-K36665199,1.02885,-0.52955,0.2385,Fc1ccc(c(F)c1)-n1ncc2[C@H](CCCc12)NC(=O)c1ccccn1
BRD-K53610452,0.5044,1.47,1.726,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(cc2)C(=O)Nc3ccccc3N)Oc4ccc(NC(=O)Nc5ccc(cc5)C(F)(F)F)cc4CC1=O
BRD-K50659736,-0.1246,-0.1466,-2.3652,Cc1cccc(NC(=O)CCC(=O)O)c1
4-hydroxy-2-nonenal,0.25465,0.21345000000000003,0.1541,CCCCCC(O)/C=C/C=O
BRD-K78388870,-0.33659999999999995,-0.25434999999999997,-1.3026499999999999,Clc1nssc1=Nc2ccc(C#N)cc2
BRD-K39144410,1.70095,-0.1281,-0.36010000000000003,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C)Oc2cc(ccc2S1(=O)=O)c3cccc(C#N)c3
methoxychlor,0.2235,-0.3114,-2.3603,COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl
BRD-K43267173,0.04200000000000001,-0.5915,0.0708,NC(=O)C1CCN(CC1)c1ccnc(Cl)n1
BRD-K15960830,-0.4342,-0.6527,-0.2854,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(F)(F)F)Oc3ccc(NC(=O)Cc4ccccc4)cc3CC1=O
ketotifen,0.68405,0.1016,-0.2686,CN1CCC(CC1)=C1c2ccsc2C(=O)Cc2ccccc12
EI-247,-0.02940000000000001,-0.46449999999999997,-0.1711,O[C@H](c1ccc2ccccc2c1)P(O)(O)=O
BRD-K65809558,-1.1185,-1.4188,-1.2697,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccccc2)Oc3cc(C#CCN(C)C)ccc3S1(=O)=O
methyldopa,-6.7188,-3.3822,-2.495,C[C@](N)(Cc1ccc(O)c(O)c1)C(O)=O
dipropyl-dopamine,0.20485,-0.214,-1.56875,CCCN(CCC)CCc1ccc(O)c(O)c1
naproxol,-0.2395,-0.6493,-0.3873,COc1ccc2cc(ccc2c1)[C@H](C)CO
BRD-K48478472,-0.0661,-0.5071,-0.3806,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(cc2)C(F)(F)F)OCCCC[C@H](C)Oc3ccc(NS(=O)(=O)c4cn(C)cn4)cc3C1=O
BRD-K54335715,-0.3809,0.1719,0.2638,COc1ccc2c3c([C@H](CO)N(C)C[C@]33CN(C3)S(=O)(=O)c3cccc(C)c3)n(C)c2c1
deoxyrhapontin,-1.0446,0.7039,-0.1646,COc1ccc(C=Cc2cc(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)cc1
BRD-K70693222,-0.6315,-0.2212,0.0063,C(Nc1ncnc2ccc(cc12)c3ccc4OCOc4c3)c5cccs5
BRD-K61260019,0.8477,0.3312,-0.0003,CC[N+](C)(C)CCOC(C)=O
BRD-K90619727,0.82265,1.1558,1.4013499999999999,COc1ccc(CN(C)C[C@H]2OCCCC[C@H](C)Oc3ccc(NS(=O)(=O)c4ccc(Cl)cc4)cc3C(=O)N(C[C@H]2C)[C@@H](C)CO)cc1
BRD-K09031632,0.83345,0.6337499999999999,-0.7113,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)CCC(F)(F)F)OCCCC[C@H](C)Oc2ccc(NS(=O)(=O)c3ccc(Cl)cc3)cc2C1=O
meptazinol,0.5125,-0.0648,0.1412,CCC1(CCCCN(C)C1)c1cccc(O)c1
BRD-K55155550,-0.8466,0.47100000000000003,-1.1407,CCCNC(=O)N1C[C@@H]2[C@@H]([C@@H](CO)N2C(=O)C1)c1ccc(cc1)-c1ccc(F)cc1
