StructID,MoAs,Targets
ST27313,Glutamate receptor antagonist|Kainate receptor antagonist|Carbonic anhydrase inhibitor,CA2|GABRG2|GABRB2|GRIA1|GRIK1|SCN1A|GABRD|GABRA1|GABRA4|GABRQ|GABRB1|CA4|GABRE|GABRA6|GABRB3|SCN5A|GABRA5|GABRA2|GABRP|GABRA3|GABRG1|GABRG3
ST27314,Metalloproteinase inhibitor,MMP13
ST27315,Metalloproteinase inhibitor,MMP9|MMP3|MMP13|MMP2
ST27316,Metalloproteinase inhibitor,MMP8
ST27317,Metalloproteinase inhibitor,MMP8
ST27318,Metalloproteinase inhibitor,MMP3
ST27319,Metalloproteinase inhibitor,MMP13
ST27320,Monoamine oxidase inhibitor,MAOA
ST27321,Monoamine oxidase inhibitor|Acetylcholinesterase inhibitor,MAOA|ACHE
ST27322,Monoamine oxidase inhibitor,MAOA
ST27323,Monoamine oxidase inhibitor,MAOA|MAOB
ST27324,Monoamine oxidase inhibitor,MAOA|MAOB
ST27325,Monoamine oxidase inhibitor,MAOA|MAOB
ST27326,Monoamine oxidase inhibitor,MAOB
ST27327,Monoamine oxidase inhibitor,MAOB
ST27328,Monoamine oxidase inhibitor,MAOA
ST27329,Monoamine oxidase inhibitor,MAOB
ST27330,Monoamine oxidase inhibitor,MAOA|AOC3|MAOB
ST27331,Monoamine oxidase inhibitor,MAOA|MAOB
ST27332,Monoamine oxidase inhibitor,MAOA
ST27333,Monoamine oxidase inhibitor,MAOB
ST27334,Monoamine oxidase inhibitor,MAOA|MAOB
ST27335,Monoamine oxidase inhibitor,MAOA|MAOB
ST27336,Monoamine oxidase inhibitor,MAOA
ST27337,Monoamine oxidase inhibitor,MAOA|MAOB|KDM1A
ST27338,Monoamine oxidase inhibitor,MAOA|MAOB|KDM1A
ST27339,Monoamine oxidase inhibitor,MAOA|MAOB|KDM1A
ST27340,Phosphodiesterase inhibitor,PDE3A
ST27341,Phosphodiesterase inhibitor,PDE3A
ST27342,Phosphodiesterase inhibitor,PDE4C|PDE4D|PDE4A|PDE4B
ST27343,Phosphodiesterase inhibitor,PDE4A
ST27344,Phosphodiesterase inhibitor,PDE5A
ST27345,Phosphodiesterase inhibitor|Adenosine receptor antagonist,ATM|ADORA2A|ITPR1|RYR1|ADORA1|ADORA2B
ST27346,Phosphodiesterase inhibitor,PDE4D|PDE4A|PDE4B
ST27347,Phosphodiesterase inhibitor,PDE4D|PDE4A|PDE4B
ST27348,Phosphodiesterase inhibitor,PDE3B|PDE3A
ST27349,Phosphodiesterase inhibitor,PDE3A
ST27350,Phosphodiesterase inhibitor,PDE8B|SLC29A1|PDE8A|PDE4A|PDE5A|ADA|PDE7B|PDE10A
ST27351,Phosphodiesterase inhibitor|Adenosine receptor antagonist,PDE4C|PDE4D|PDE4A|PDE4B
ST27352,Phosphodiesterase inhibitor,ADORA2B|PDE4A
ST27353,Phosphodiesterase inhibitor,PDE4A
ST27354,Phosphodiesterase inhibitor,PTGS1|PTGS2
ST27355,Phosphodiesterase inhibitor|Leukotriene receptor antagonist,PDE4D|TLR4|PDE4A|PDE3A|MIF|PDE4C|PDE10A|PDE4B
ST27356,Phosphodiesterase inhibitor,PDE4A
ST27357,Phosphodiesterase inhibitor,PDE3A
ST27358,Phosphodiesterase inhibitor,PDE5A
ST27359,Phosphodiesterase inhibitor|Platelet aggregation inhibitor,PDE5A
ST27360,Phosphodiesterase inhibitor,PDE3A
ST27361,Phosphodiesterase inhibitor,PDE10A
ST27362,Phosphodiesterase inhibitor,TNF|PDE4A|PDE5A|ADORA2A|PDE4B
ST27363,Phosphodiesterase inhibitor,PDE10A
ST27364,Phosphodiesterase inhibitor,PDE9A
ST27365,Phosphodiesterase inhibitor,PDE4C|PDE4D|PDE4A|PDE4B
ST27366,Phosphodiesterase inhibitor|Adenosine reuptake inhibitor,PDE1A
ST27367,Phosphodiesterase inhibitor,PDE4D|PDE4A|PDE4B
ST27368,Phosphodiesterase inhibitor,PDE4C|PDE4D|PDE4A|PDE4B
ST27369,Phosphodiesterase inhibitor,PDE4C|PDE4D|PDE4A|PDE4B
ST27370,Phosphodiesterase inhibitor,PDE3A
ST27371,Phosphodiesterase inhibitor,PDE5A
ST27372,Phosphodiesterase inhibitor,PDE5A
ST27373,Phosphodiesterase inhibitor,PDE5A
ST27374,Phosphodiesterase inhibitor,PDE5A|PDE11A
ST27375,Phosphodiesterase inhibitor,PDE5A
ST27376,Phosphodiesterase inhibitor,PDE4A
ST27377,Phosphodiesterase inhibitor,PDE5A
ST27378,Phosphodiesterase inhibitor,PDE5A
ST27379,Phosphodiesterase inhibitor,PDE4D
ST27380,Potassium channel activator,KCNJ8
ST27381,Potassium channel activator,KCNMA1
ST27382,Potassium channel activator,KCNJ8
ST27383,Potassium channel activator,KCNJ11
ST27384,Potassium channel activator,KCNJ8
ST27385,Potassium channel activator,KCNJ8
ST27386,Potassium channel activator,KCNQ4|KCNQ2|KCNQ5|KCNQ3
ST27387,Potassium channel activator,KCNJ8
ST27388,Potassium channel activator,KCNJ8
ST27389,Prostanoid receptor agonist,PTGER1|PTGER2
ST27390,Prostanoid receptor agonist,PTGFR
ST27391,Prostanoid receptor agonist,PTGFR
ST27392,Prostanoid receptor agonist,PTGER3|PTGER4|PTGER1|PTGER2
ST27393,Prostanoid receptor agonist|Platelet aggregation inhibitor,PTGIR|PTGER1|PTGER2
ST27394,Prostanoid receptor agonist|Platelet aggregation inhibitor,PTGIR|PTGER1|PTGER2
ST27395,Prostanoid receptor agonist,PTGFR
ST27396,Prostanoid receptor agonist,PTGER3|PTGER4|PTGER2
ST27397,Prostanoid receptor agonist|Platelet aggregation inhibitor,PTGIR
ST27398,Prostanoid receptor agonist,PTGFR
ST27399,Protein synthesis inhibitor,SLC5A1
ST27400,Protein synthesis inhibitor,RPL3
ST27401,Protein synthesis inhibitor,RPL3
ST27402,Protein synthesis inhibitor,RPL3
ST27403,Protein synthesis inhibitor,RPS2
ST27404,Protein synthesis inhibitor,RPS2
ST27405,Protein synthesis inhibitor,RPS2
ST27406,Protein synthesis inhibitor,RXRG|RARA
ST27407,Protein synthesis stimulant,PARP1
ST27408,Ribosomal protein inhibitor,RPS6KA1|RPS6KA3|RPS6KA2
ST27409,Ribosomal protein inhibitor,RPS6KA1|RPS6KA3|RPS6KA2
ST27410,SHIP2 phosphatase inhibitor,INPP5D
ST27411,Serotonin receptor antagonist|Serotonin release inhibitor,TPH1
ST27412,Smoothened receptor agonist,SMO
ST27413,TGF beta receptor inhibitor,M6PR
ST27414,TGF beta receptor inhibitor,TGFB1|CSNK1A1
ST27415,TGF beta receptor inhibitor,TNF
ST27416,TGF beta receptor inhibitor,TGFBR1
ST27417,TGF beta receptor inhibitor,ACVR1C|TGFBR1
ST27418,TGF beta receptor inhibitor,TGFBR1
ST27419,TGF beta receptor inhibitor,TGFBR1
ST27420,Adenosine reuptake inhibitor,SLC29A1
ST27421,Androgen receptor antagonist,AR
ST27422,Androgen receptor antagonist,AR
ST27423,Androgen receptor antagonist,AR
ST27424,Androgen receptor antagonist,AR
ST27425,Androgen receptor antagonist,AR
ST27426,Androgen receptor antagonist,AR
ST27427,Androgen receptor antagonist,AR
ST27428,Androgen receptor antagonist,AR
ST27429,Androgen receptor antagonist,AR
ST27430,Androgen receptor antagonist,AR
ST27431,Angiotensin receptor agonist,AGTR1|AGTR2
ST27432,Cannabinoid receptor agonist,CNR2
ST27433,Cannabinoid receptor agonist,CNR2|TRPV1|CNR1
ST27434,Cannabinoid receptor agonist,CNR2|TRPV1|CNR1
ST27435,Cannabinoid receptor agonist,CNR2|TRPV1|CNR1
ST27436,Cannabinoid receptor agonist,CNR2|CNR1
ST27437,Cannabinoid receptor agonist,CNR2|CNR1|GPR55
ST27438,Cannabinoid receptor agonist,CNR2
ST27439,Cannabinoid receptor agonist,CNR2
ST27440,Cannabinoid receptor agonist,CNR1
ST27441,Cannabinoid receptor agonist,PLA2G2A
ST27442,Cannabinoid receptor agonist,CNR2|GPR119
ST27443,Carbonic anhydrase inhibitor,CA4|CA2|CA1|CA12|CA14|CA7
ST27444,Carbonic anhydrase inhibitor,CA2|SLC12A3
ST27445,Carbonic anhydrase inhibitor,CA2|CA1|CA7
ST27446,Carbonic anhydrase inhibitor,CA12|CA2|CA1|CA4
ST27447,Carbonic anhydrase inhibitor,CA2|CA1
ST27448,Carbonic anhydrase inhibitor,CA2|CA1
ST27449,Carbonic anhydrase inhibitor,CA12
ST27450,Carbonic anhydrase inhibitor,CA6
ST27451,Carbonic anhydrase inhibitor,CA2|CA1|CA7|CA4
ST27452,Carbonic anhydrase inhibitor,SLC12A3
ST27453,Cholinergic receptor agonist,CHRM1|CHRM2|CHRNA2
ST27454,Cholinergic receptor agonist,CHRNA7
ST27455,Coagulation factor inhibitor,F10
ST27456,Coagulation factor inhibitor,F10
ST27457,Coagulation factor inhibitor,F10
ST27458,Coagulation factor inhibitor,F10
ST27459,Coagulation factor inhibitor,F10
ST27460,Cytidine deaminase inhibitor,CDA
ST27461,DOPA decarboxylase inhibitor,DDC
ST27462,Dopamine receptor antagonist,DRD2
ST27463,Dopamine receptor antagonist,DRD2|DRD3
ST27464,Dopamine receptor antagonist,HTR2A|DRD2
ST27465,Dopamine receptor antagonist|Serotonin receptor antagonist,HTR1A|ADRB2|HTR1B|HRH1|DRD1|HTR2A|DRD2
ST27466,Dopamine receptor antagonist|Serotonin receptor antagonist,HTR1A|ADRB2|HTR1B|HRH1|DRD1|HTR2A|DRD2
ST27467,Dopamine receptor antagonist,DRD2
ST27468,Dopamine receptor antagonist|Serotonin receptor antagonist,HTR2A|DRD2
ST27469,Dopamine receptor antagonist,DRD2
ST27470,Dopamine receptor antagonist,DRD2
ST27471,Dopamine receptor antagonist,DRD2|DRD1|DRD3
ST27472,Dopamine receptor antagonist,DRD2|DRD3
ST27473,Dopamine receptor antagonist,DRD2
ST27474,Dopamine receptor antagonist|Serotonin receptor antagonist,ADRA1A|DRD3|HRH1|CHRM3|HTR6|HRH4|CHRM1|HTR1B|DRD1|HTR1E|CHRM4|CHRM2|DRD2|HTR7|HTR2C|HTR1A|HTR2A|DRD4|HTR1D|ADRA1B
ST27475,Dopamine receptor antagonist,DRD2|DRD3
ST27476,Dopamine receptor antagonist,DRD2
ST27477,Dopamine receptor antagonist,DRD1|DRD5
ST27478,Dopamine receptor antagonist,DRD2
ST27479,Dopamine receptor antagonist|Serotonin receptor antagonist,HTR2A|DRD4
ST27480,Dopamine receptor antagonist,DRD2|DRD1
ST27481,Dopamine receptor antagonist,DRD2|DRD1
ST27482,Dopamine receptor antagonist,DRD2|DRD1
ST27483,Dopamine receptor antagonist,HTR2A|DRD2
ST27484,Dopamine receptor antagonist,DRD3
ST27485,Dopamine receptor antagonist,DRD3|HTR2A|DRD1|DRD4|DRD2
ST27486,Dopamine receptor antagonist|Serotonin receptor antagonist,HTR1A|HTR2A|DRD2|HTR6|HTR7
ST27487,Dopamine receptor antagonist,DRD2
ST27488,Dopamine receptor antagonist,DRD2
ST27489,Dopamine receptor antagonist,DRD4
ST27490,Dopamine receptor antagonist,DRD4
ST27491,Dopamine receptor antagonist,DRD4
ST27492,Dopamine receptor antagonist,DRD5
ST27493,Dopamine receptor antagonist,DRD2|DRD3|DRD4
ST27494,Dopamine receptor antagonist,DRD2|DRD3
ST27495,Dopamine receptor antagonist|Serotonin receptor antagonist,DRD3|HRH1|DRD1|HTR2A|DRD4|DRD2|HTR6|HTR2C
ST27496,Dopamine receptor antagonist|Serotonin receptor antagonist,HTR1A|ADRA2A|ADRA2C|HTR2A|DRD2|HTR7
ST27497,Dopamine receptor antagonist|Serotonin receptor antagonist,HTR2A|DRD2
ST27498,Dopamine receptor antagonist,HTR2A|DRD2
ST27499,Dopamine receptor antagonist|Serotonin receptor antagonist,HTR4|DRD2|HTR3A
ST27500,Dopamine receptor antagonist,HTR2A|DRD2
ST27501,Dopamine receptor antagonist,DRD3
ST27502,Dopamine receptor antagonist,DRD2|DRD3
ST27503,Dopamine receptor antagonist,DRD2|DRD3
ST27504,Dopamine receptor antagonist,DRD2|DRD3
ST27505,Dopamine receptor antagonist,DRD3
ST27506,Dopamine receptor antagonist|Serotonin receptor antagonist,HTR1A|DRD3|HTR1B|HRH1|DRD1|HTR2A|DRD4|HTR1E|HTR1D|DRD2|HTR6|HTR7|HTR2C
ST27507,Dopamine receptor antagonist|Serotonin receptor antagonist,HTR2A|DRD2
ST27508,Dopamine receptor antagonist,DRD2
ST27509,Dopamine receptor antagonist,HTR2A|DRD2|DRD3
ST27510,Dopamine receptor antagonist,HTR2A|DRD2
ST27511,Dopamine receptor antagonist,DRD2
ST27512,Dopamine receptor antagonist,DRD2|CHRM5
ST27513,Dopamine receptor antagonist,DRD2|DRD3
ST27514,Dopamine receptor antagonist,DRD2
ST27515,Dopamine receptor antagonist|Serotonin receptor antagonist,HTR1A|DRD3|ADRA1A|HRH1|HTR2A|DRD4|HTR1D|DRD2|HTR2C|ADRA1B
ST27516,Dopamine receptor antagonist,HTR2C|DRD1|DRD5
ST27517,Dopamine receptor antagonist|Serotonin receptor antagonist,HTR2A|HTR2C|DRD2
ST27518,Dopamine receptor antagonist,HTR1A|DRD3|ADRA1A|HTR2A|DRD4|DRD2|HTR7
ST27519,Dopamine receptor antagonist|Serotonin receptor antagonist,HTR1A|HTR2A
ST27520,Dopamine receptor antagonist,CA7|DRD2|DRD3
ST27521,Dopamine receptor antagonist,CA7|DRD2|DRD3
ST27522,Dopamine receptor antagonist,HTR2A|HTR2C|DRD2|DRD1
ST27523,Dopamine receptor antagonist,HTR2A
ST27524,Dopamine receptor antagonist,HTR2A
ST27525,Dopamine receptor antagonist,DRD2|DRD3
ST27526,Dopamine receptor antagonist,DRD2
ST27527,Dopamine receptor antagonist,DRD2|HTR2B
ST27528,Dopamine receptor antagonist,DRD3
ST27529,Dopamine receptor antagonist,DRD2|DRD3
ST27530,Dopamine receptor antagonist|Serotonin receptor antagonist,HTR1A|HTR1B|HRH1|HTR2A|HTR1E|HTR1D|DRD2|HTR7|HTR2C
ST27531,Estrogen receptor antagonist,GPER1
ST27532,Estrogen receptor antagonist,ESR1
ST27533,Estrogen receptor antagonist,ESR1
ST27534,Progesterone receptor agonist|Estrogen receptor antagonist,ESR1|GNRHR
ST27535,Progesterone receptor agonist|Estrogen receptor antagonist,ESR1|GNRHR
ST27536,Progesterone receptor agonist|Estrogen receptor antagonist,ESR1|GNRHR
ST27537,Progesterone receptor agonist|Estrogen receptor antagonist,ESR1|GNRHR
ST27538,Estrogen receptor antagonist,ESR1
ST27539,Estrogen receptor antagonist,ESR1
ST27540,Selective estrogen receptor modulator|Estrogen receptor antagonist,ESR1|ESR2
ST27541,Selective estrogen receptor modulator|Estrogen receptor antagonist,ESR1|ESR2
ST27542,Selective estrogen receptor modulator|Estrogen receptor antagonist,ESR1|ESR2
ST27543,Selective estrogen receptor modulator|Estrogen receptor antagonist,ESR1
ST27544,Estrogen receptor antagonist,ESR1|ESR2
ST27545,Estrogen receptor antagonist,ESR1
ST27546,Glucagon receptor antagonist,GCGR
ST27547,Glucagon receptor antagonist,GCGR
ST27548,Glucosylceramidase inhibitor,GBA
ST27549,Glucosylceramidase inhibitor,GBA
ST27550,Glucosylceramidase inhibitor,GBA
ST27551,Glucosylceramidase inhibitor,GBA
ST27552,Glutamate receptor modulator|Glutamate receptor positive allosteric modulator,GRM7
ST27553,Glutamate receptor modulator,CA2|SLC12A3
ST27554,Glutamate receptor modulator,GRM5
ST27555,Glutamate receptor modulator,GRIA1
ST27556,Glutamate receptor modulator,GRM4
ST27557,Glutamate receptor modulator,GRM4
ST27558,Glutamate receptor modulator,GRM4
ST27559,Glutamate receptor modulator,GRM4
ST27560,Glutamate receptor modulator,GRM4
ST27561,Glutamate receptor modulator,GRM4
ST27562,Histamine receptor modulator,HRH1
ST27563,Histamine receptor modulator,HRH3
ST27564,Imidazoline receptor agonist,NISCH
ST27565,Imidazoline receptor agonist,NISCH|AR|MAOB|MAOA|CYP19A1
ST27566,Leukocyte elastase inhibitor,ELANE
ST27567,Leukocyte elastase inhibitor,ELANE
ST27568,Lipoprotein lipase activator,PPARA|CYP2C8|LPL
ST27569,MRE11A exonuclease inhibitor,MRE11
ST27570,Membrane integrity inhibitor,ATP1A1
ST27571,Membrane integrity inhibitor,GABRA1
ST27572,Membrane integrity inhibitor,SCN9A|SCN10A
ST27573,Neuropeptide receptor ligand,NPSR1
ST27574,Oxytocin receptor antagonist,OXTR
ST27575,Serotonin reuptake inhibitor,SLC6A4
ST27576,Serotonin reuptake inhibitor,SLC6A2|SLC6A4
ST27577,Norepinephrine reuptake inhibitor|Serotonin reuptake inhibitor,SLC6A3|SLC6A2|SLC6A4
ST27578,Serotonin reuptake inhibitor|Norepinephrine reputake inhibitor,CHRM2|SLC6A2|SLC6A4
ST27579,Norepinephrine reuptake inhibitor|Serotonin reuptake inhibitor,SLC6A2|SLC6A4
ST27580,Serotonin reuptake inhibitor,SLC6A2|SLC6A4
ST27581,Serotonin reuptake inhibitor,SLC6A2|SLC6A4
ST27582,Serotonin reuptake inhibitor,HTR2B|SLC6A4
ST27583,Serotonin reuptake inhibitor,SLC6A3|SLC6A2|SLC6A4
ST27584,Serotonin receptor antagonist|Serotonin reuptake inhibitor|Adrenergic receptor antagonist,HTR2C|HTR2A|SLC6A4
ST27585,Serotonin reuptake inhibitor,HTR1A|SLC6A4
ST27586,Serotonin reuptake inhibitor,SLC6A2
ST27587,Serotonin reuptake inhibitor,SLC6A4
ST27588,Serotonin reuptake inhibitor,SLC6A4
ST27589,Sphingosine kinase inhibitor,SPHK2
ST27590,Sphingosine kinase inhibitor,SPHK1
ST27591,Sterol demethylase inhibitor,PPARA|CYP3A5|CYP2B6|CYP2C9|NR1I2|CYP3A4|CYP2J2|PTGER2|CYP19A1|CYP1A2
ST27592,Sterol demethylase inhibitor,CYP51A1
ST27593,Sterol demethylase inhibitor,CYP19A1|AR
ST27594,Sterol demethylase inhibitor,CYP19A1|AR
ST27595,Sterol demethylase inhibitor,CYP19A1|AR
ST27596,Thyroid peroxidase inhibitor,TPO|DIO1
ST27597,Vasopressin receptor agonist,AVPR1A|AVPR1B|AVPR2
ST27598,Vasopressin receptor agonist,AVPR1A|AVPR1B|AVPR2
ST27599,Ribonucleoside reductase inhibitor|Adenosine deaminase inhibitor,ADA
ST27600,Adenosine receptor antagonist,PDE4A|PDE3A|ADORA2A|ADORA3|ADORA1|ADORA2B|PDE4B
ST27601,Adenosine receptor antagonist,PDE3A|ADORA2A|ADORA3|ADORA1|ADORA2B
ST27602,Adenosine receptor antagonist,ADORA2B|ADORA2A|ADORA1
ST27603,Adenosine receptor antagonist,PDE4D|PDE4A|PDE4C|ADORA1|PDE4B
ST27604,Adenosine receptor antagonist,ADORA1
ST27605,Adenosine receptor antagonist,ADORA2A|ADORA1
ST27606,Adenosine receptor antagonist,ADORA3
ST27607,Adenosine receptor antagonist,ADORA3
ST27608,Adenosine receptor antagonist,ADORA2B
ST27609,Adenosine receptor antagonist,ADORA2A
ST27610,Adenosine receptor antagonist,ADORA3
ST27611,Adenosine receptor antagonist,ADORA2B|ADORA1
ST27612,Adenosine receptor antagonist,ADORA1
ST27613,Adenosine receptor antagonist,ADORA2B
ST27614,Adenosine receptor antagonist,ADORA2A|ADORA1
ST27615,Adenosine receptor antagonist,ADORA2A|ADORA1
ST27616,Adenosine receptor antagonist,ADORA1
ST27617,Adenosine receptor antagonist,ADORA2A
ST27618,Adenosine receptor antagonist,ADORA2B|ADORA2A|ADORA1
ST27619,Farnesyltransferase inhibitor,FNTA|NFKB1
ST27620,Farnesyltransferase inhibitor,FNTA
ST27621,Farnesyltransferase inhibitor,FNTA
ST27622,Fatty acid synthase inhibitor,FASN
ST27623,Fatty acid synthase inhibitor,FASN
ST27624,GABA receptor inverse agonist,GABRA5
ST27625,GABA receptor inverse agonist,GABRA5
ST27626,Glutamate receptor antagonist,GRIN1|GRIN2A|GRIN2B
ST27627,Glutamate receptor antagonist,GRIN1
ST27628,Glutamate receptor antagonist,GRM5
ST27629,Glutamate receptor antagonist,GRM1
ST27630,Glutamate receptor antagonist,SIGMAR1|SLC6A4
ST27631,Glutamate receptor antagonist,GRIN1
ST27632,Glutamate receptor antagonist,GRIA1
ST27633,Glutamate receptor antagonist,GRIA1
ST27634,Glutamate receptor antagonist,OPRD1|OPRM1|OPRK1
ST27635,Glutamate receptor antagonist,GRIN1|GRIN2B
ST27636,Glutamate receptor antagonist,GRIN3A|GRIN2B|GRIN2A
ST27637,Glutamate receptor antagonist,GRM5
ST27638,Glutamate receptor antagonist,KCNQ1|KCNQ2
ST27639,Glutamate receptor antagonist,CNR2|GRIN1|CNR1
ST27640,Acetylcholinesterase inhibitor|Glutamate receptor antagonist,ACHE
ST27641,Acetylcholinesterase inhibitor|Glutamate receptor antagonist,ACHE
ST27642,Acetylcholinesterase inhibitor|Glutamate receptor antagonist,ACHE
ST27643,Adrenergic receptor antagonist|Glutamate receptor antagonist,GRIN1|GRIN2B
ST27644,Glutamate receptor antagonist,GRM1
ST27645,Glutamate receptor antagonist,GRIN1
ST27646,Glutamate receptor antagonist,GRIN1|GRIN2A|GRIN2B
ST27647,Glutamate receptor antagonist,HTR6
ST27648,Glutamate receptor antagonist,GRM2|GRM3
ST27649,Glutamate receptor antagonist,GRM1
ST27650,Glutamate receptor antagonist,FBP1
ST27651,Glutamate receptor antagonist,GRIN1
ST27652,Glutamate receptor antagonist,GRIN1
ST27653,Glutamate receptor antagonist,GRIA1
ST27654,Glutamate receptor antagonist,GRIA1
ST27655,Glutamate receptor antagonist,CYP3A4
ST27656,Glutamate receptor antagonist,CASP9
ST27657,Glutamate receptor antagonist,GRIA1
ST27658,Glutamate receptor antagonist,GRIN1
ST27659,Glutamate receptor antagonist,GRIN2B
ST27660,Glutamate receptor antagonist,GRM5
ST27661,Glutamate receptor antagonist,GRM5
ST27662,Glutamate receptor antagonist,GRIA4|GRIA3|GRIA1|GRIA2
ST27663,Glutamate receptor antagonist,GABRA1
ST27664,Glutamate receptor antagonist,GRIN2B
ST27665,Glutamate receptor antagonist,GRIK1
ST27666,Glutamate receptor antagonist,GRM1
ST27667,Glutamate receptor antagonist,GRM1
ST27668,Acetylcholinesterase inhibitor|Glutamate receptor antagonist,ACHE
ST27669,Glycine transporter inhibitor,SLC6A9
ST27670,Glycine transporter inhibitor,SLC6A9
ST27671,Glycine transporter inhibitor,SLC6A9
ST27672,Histamine receptor antagonist,HRH3
ST27673,Histamine receptor antagonist,HRH1
ST27674,Histamine receptor antagonist,HRH1|KCNH2
ST27675,Histamine receptor antagonist,HRH1
ST27676,Histamine receptor antagonist,HRH3
ST27677,Histamine receptor antagonist,HRH1
ST27678,Histamine receptor antagonist,HRH1
ST27679,Histamine receptor antagonist|L-type calcium channel blocker,HRH1
ST27680,Histamine receptor antagonist,HRH1
ST27681,Histamine receptor antagonist,HRH1
ST27682,Histamine receptor antagonist,HRH1
ST27683,Histamine receptor antagonist,HRH2
ST27684,Histamine receptor antagonist,HRH3
ST27685,Histamine receptor antagonist,HRH1
ST27686,Histamine receptor antagonist,HRH3|HRH4
ST27687,Histamine receptor antagonist,HRH1
ST27688,Histamine receptor antagonist,HRH1
ST27689,Histamine receptor antagonist,HRH1
ST27690,Histamine receptor antagonist,HRH1
ST27691,Histamine receptor antagonist,HRH1
ST27692,Histamine receptor antagonist,HRH1
ST27693,Histamine receptor antagonist,HRH1|HRH2|SLC6A2|SLC6A4
ST27694,Histamine receptor antagonist,HRH1|HRH2|SLC6A2|SLC6A4
ST27695,Histamine receptor antagonist,HRH1
ST27696,Histamine receptor antagonist,HRH1
ST27697,Histamine receptor antagonist,HRH1|HRH2
ST27698,Histamine receptor antagonist,HRH2
ST27699,Histamine receptor antagonist,HRH1
ST27700,Histamine receptor antagonist,HRH2
ST27701,Histamine receptor antagonist,HRH3|HRH4
ST27702,Histamine receptor antagonist,HRH4
ST27703,Histamine receptor antagonist,HRH2
ST27704,Histamine receptor antagonist,HRH1|NTSR2
ST27705,Histamine receptor antagonist,HRH1
ST27706,Histamine receptor antagonist,HRH1
ST27707,Histamine receptor antagonist,HRH1
ST27708,Histamine receptor antagonist,HRH1
ST27709,Histamine receptor antagonist,HRH1
ST27710,Histamine receptor antagonist,HRH1
ST27711,Histamine receptor antagonist,HRH2
ST27712,Histamine receptor antagonist,HRH1
ST27713,Histamine receptor antagonist,HRH1
ST27714,Histamine receptor antagonist,HRH1
ST27715,Histamine receptor antagonist,HRH1
ST27716,Histamine receptor antagonist,HRH1
ST27717,Histamine receptor antagonist,ACHE
ST27718,Histamine receptor antagonist,HRH2
ST27719,Histamine receptor antagonist|Platelet activating factor receptor antagonist,HRH1|PTAFR
ST27720,Histamine receptor antagonist,HRH1
ST27721,Histamine receptor antagonist,HRH1|KCNH2
ST27722,Histamine receptor antagonist,HRH3|HRH4
ST27723,Histamine receptor antagonist,HRH3|HRH4
ST27724,Histamine receptor antagonist,HRH2
ST27725,Histamine receptor antagonist,DRD2
ST27726,Histamine receptor antagonist,HRH1
ST27727,Histamine receptor antagonist,HRH1
ST27728,Histamine receptor antagonist,HRH3
ST27729,Melatonin receptor antagonist,MTNR1B
ST27730,Melatonin receptor antagonist,MTNR1B
ST27731,Microtubule stabilizing agent,TUBB|TUBB3
ST27732,Progesterone receptor agonist,PGR
ST27733,Progesterone receptor agonist,PGR
ST27734,Progesterone receptor agonist,PGR
ST27735,Progesterone receptor agonist,AR
ST27736,Progesterone receptor agonist,PGR
ST27737,Progesterone receptor agonist,PGR
ST27738,Progesterone receptor agonist,PGR
ST27739,Progesterone receptor agonist,PGR
ST27740,Progesterone receptor agonist,PGR
ST27741,Progesterone receptor agonist,PGR
ST27742,Progesterone receptor agonist,CYP17A1|NR3C2|PGR
ST27743,Progesterone receptor agonist,CYP17A1|NR3C2|PGR
ST27744,Progesterone receptor agonist,CYP17A1|NR3C2|PGR
ST27745,Progesterone receptor agonist,PGR
ST27746,Protein phosphatase inhibitor,PPP2CA|PPP1CA
ST27747,Serotonin receptor antagonist,HTR3A
ST27748,Serotonin receptor antagonist,SLC6A4
ST27749,Serotonin receptor antagonist,HTR3A
ST27750,Serotonin receptor antagonist,HTR2A
ST27751,Serotonin receptor antagonist,HTR3A
ST27752,Serotonin receptor antagonist,HTR3A
ST27753,Serotonin receptor antagonist|Adrenergic receptor antagonist,HTR1A|ADRA1A|ADRA1D|ADRA1B
ST27754,Serotonin receptor antagonist,HTR1D
ST27755,Serotonin receptor antagonist,HTR3A
ST27756,Serotonin receptor antagonist,HTR4
ST27757,Serotonin receptor antagonist,HTR1A|HTR1B|HTR2A|HTR1D|HTR2C
ST27758,Serotonin receptor antagonist,HTR1B
ST27759,Serotonin receptor antagonist,HTR3A
ST27760,Serotonin receptor antagonist,HTR3A
ST27761,Serotonin receptor antagonist,HTR3A
ST27762,Serotonin receptor antagonist,HTR6
ST27763,Serotonin receptor antagonist,HTR2C|HTR2A
ST27764,Serotonin receptor antagonist,HTR3A
ST27765,Serotonin receptor antagonist,HTR1A|HTR1D
ST27766,Serotonin receptor antagonist,HTR2A
ST27767,Serotonin receptor antagonist,HTR1A
ST27768,Serotonin receptor antagonist,HTR1B|HTR2A|HTR1E|HTR1F|HTR2B|HTR7|HTR2C
ST27769,Serotonin receptor antagonist,HTR1B|HTR2A|HTR1E|HTR1F|HTR2B|HTR7|HTR2C
ST27770,Serotonin receptor antagonist,HTR1A|ADRA1D|ADRA1A|HRH1|HTR2A|DRD2|HTR2B|HTR6|HTR7|HTR2C|ADRA1B
ST27771,Serotonin receptor antagonist|Adrenergic receptor antagonist,ADRA2B|ADRA2A|ADRA2C|HTR3A|HTR2A|HTR2C
